Name,OID__c,Status__c,SDID__c,SD_Name__c,Dummy
Various,O-006915,Active,SD-000138,Expressive,
Various,O-006914,Active,SD-000301,Person,
Various,O-006913,Active,SD-000249,Location,
Various,O-006912,Active,SD-000137,Expressive,
Various,O-006911,Active,SD-000378,Receptive,
Various,O-006910,Active,SD-000067,Demonstration,
Various,O-006909,Active,SD-000133,Expressive,
Various,O-006908,Active,SD-000448,Statement,
Various,O-006907,Active,SD-000510,Why,
Various,O-006906,Active,SD-000131,Expressive,
Various,O-006905,Active,SD-000371,Receptive,
Various,O-006904,Active,SD-000370,Receptive,
Various,O-006903,Active,SD-000001,1 person,
Various,O-006902,Active,SD-000128,Expressive,
Various,O-006901,Active,SD-000158,Expressive - Tell me,
Various,O-006900,Active,SD-000365,Receptive,
Various,O-006899,Active,SD-000444,Sorting,
Various,O-006898,Active,SD-000255,Matching,
Various,O-006897,Active,SD-000427,Scenario,
Various,O-006896,Active,SD-000362,Receptive,
Various,O-006895,Active,SD-000451,Statement,
Various,O-006894,Active,SD-000340,Q/A,
Various,O-006893,Active,SD-000032,Brainstorm,
Various,O-006892,Active,SD-000123,Expressive,
Various,O-006891,Active,SD-000062,Cutting,
Various,O-006890,Active,SD-000300,Pasting,
Various,O-006889,Active,SD-000160,Expressive (Animal says...),
Various,O-006888,Active,SD-000403,Receptive Q/A,
Various,O-006887,Active,SD-000122,Expressive,
Various,O-006886,Active,SD-000125,Expressive,
Various,O-006885,Active,SD-000363,Receptive,
Various,O-006884,Active,SD-000520,Write (no visual),
Various,O-006883,Active,SD-000519,Worksheet,
Various,O-006882,Active,SD-000154,Expressive,
Various,O-006881,Active,SD-000241,item removed,
Various,O-006880,Active,SD-000488,VI - sentence intonation,
Various,O-006879,Active,SD-000265,Matching,
Various,O-006878,Active,SD-000069,Do (activity),
Various,O-006877,Active,SD-000442,Song exposure,
Various,O-006876,Active,SD-000149,Expressive,
Various,O-006875,Active,SD-000449,Statement,
Various,O-006874,Active,SD-000011,3D Receptive,
Various,O-006873,Active,SD-000356,Rec. play instr.,
Various,O-006872,Active,SD-000011,3D Receptive,
Various,O-006871,Active,SD-000007,2D Receptive,
Various,O-006870,Active,SD-000352,Rec. Instr.,
Various,O-006869,Active,SD-000389,Receptive,
Various,O-006868,Active,SD-000041,Change aspect of play,
Various,O-006867,Active,SD-000023,Activity,
Various,O-006866,Active,SD-000386,Receptive,
Various,O-006865,Active,SD-000263,Matching,
Various,O-006864,Active,SD-000222,Imitation,
Various,O-006863,Active,SD-000290,Non-Identical Receptive,
Various,O-006862,Active,SD-000214,Identical Receptive,
Various,O-006861,Active,SD-000308,Planned model w item,
Various,O-006860,Active,SD-000463,Third person unplanned model,
Various,O-006859,Active,SD-000462,Third person planned model,
Various,O-006858,Active,SD-000307,Planned model,
Various,O-006857,Active,SD-000428,Sequence,
Various,O-006856,Active,SD-000380,Receptive,
Various,O-006855,Active,SD-000490,VI intonation - sentence,
Various,O-006854,Active,SD-000035,Brainstorming,
Various,O-006853,Active,SD-000347,Question discrimination,
Various,O-006852,Active,SD-000021,Activity,
various,O-006851,Active,SD-000010,3 steps,
various,O-006850,Active,SD-000006,2 steps,
Various,O-006849,Active,SD-000135,Expressive,
Various,O-006848,Active,SD-000375,Receptive,
Various,O-006847,Active,SD-000229,Instruction,
Various,O-006846,Active,SD-000234,Instruction w contextual cue,
Various,O-006845,Active,SD-000208,How to help,
Various,O-006844,Active,SD-000207,How they feel,
Various,O-006843,Active,SD-000233,Instruction w condition,
Various,O-006842,Active,SD-000130,Expressive,
Various,O-006841,Active,SD-000054,Communication opportunity,
Various,O-006840,Active,SD-000228,Instruction,
Various,O-006839,Active,SD-000029,Between 2 people,
Various,O-006838,Active,SD-000368,Receptive,
Various,O-006837,Active,SD-000257,Matching,
Various,O-006836,Active,SD-000367,Receptive,
Various,O-006835,Active,SD-000219,Imitation,
Various,O-006834,Active,SD-000341,Q/A w clause,
Various,O-006833,Active,SD-000332,Q/A,
Various,O-006832,Active,SD-000159,Expressive - What is,
Various,O-006831,Active,SD-000033,Brainstorming,
Various,O-006830,Active,SD-000227,In Vivo,
Various,O-006829,Active,SD-000124,Expressive,
Various,O-006828,Active,SD-000183,Game,
Various,O-006827,Active,SD-000401,Receptive Instruction,
Various,O-006826,Active,SD-000319,Prebuilt 2D,
Various,O-006825,Active,SD-000218,Imitation,
Various,O-006824,Active,SD-000361,Receptive,
Various,O-006823,Active,SD-000217,Imitation,
Various,O-006822,Active,SD-000360,Receptive,
Various,O-006821,Active,SD-000049,Colouring,
Various,O-006820,Active,SD-000049,Colouring,
Various,O-006819,Active,SD-000170,Expressive Q/A,
Various,O-006818,Active,SD-000170,Expressive Q/A,
Various,O-006817,Active,SD-000288,Non-identical,
Various,O-006816,Active,SD-000359,Receptive,
Various,O-006815,Active,SD-000288,Non-identical,
Various,O-006814,Active,SD-000212,Identical,
Various,O-006813,Active,SD-000287,Non-identical,
Various,O-006812,Active,SD-000211,Identical,
Various,O-006811,Active,SD-000286,Non-Identical,
Various,O-006810,Active,SD-000210,Identical,
Van,O-006809,Active,SD-000262,Matching,
vā,O-006808,Active,SD-000065,CV - VI,
vă,O-006807,Active,SD-000065,CV - VI,
v words,O-006806,Active,SD-000518,Words - VI,
V,O-006805,Active,SD-000521,Write (with visual),
v,O-006804,Active,SD-000521,Write (with visual),
v,O-006803,Active,SD-000145,Expressive,
v,O-006802,Active,SD-000138,Expressive,
V,O-006801,Active,SD-000138,Expressive,
V,O-006800,Active,SD-000520,Write (no visual),
v,O-006799,Active,SD-000520,Write (no visual),
v,O-006798,Active,SD-000438,Single sound VI,
V,O-006797,Active,SD-000479,Trace,
v,O-006796,Active,SD-000479,Trace,
v,O-006795,Active,SD-000387,Receptive,
v,O-006794,Active,SD-000424,Say (sound) th points,
v,O-006793,Active,SD-000380,Receptive,
V,O-006792,Active,SD-000380,Receptive,
v,O-006791,Active,SD-000259,Matching,
V,O-006790,Active,SD-000259,Matching,
v,O-006789,Active,SD-000445,Sound paired w gesture,
ūz,O-006788,Active,SD-000484,VC - VI,
ŭz,O-006787,Active,SD-000484,VC - VI,
ūx,O-006786,Active,SD-000484,VC - VI,
ŭx,O-006785,Active,SD-000484,VC - VI,
ūv,O-006784,Active,SD-000484,VC - VI,
ŭv,O-006783,Active,SD-000484,VC - VI,
Uu,O-006782,Active,SD-000270,Matching different cases,
ūt,O-006781,Active,SD-000484,VC - VI,
ŭt,O-006780,Active,SD-000484,VC - VI,
using tongs,O-006779,Active,SD-000021,Activity,
use an umbrella,O-006778,Active,SD-000514,Why/because,
Use (Item) by seconds,O-006777,Active,SD-000474,Tolerance to Item,
ūs,O-006776,Active,SD-000484,VC - VI,
ŭs,O-006775,Active,SD-000484,VC - VI,
ŭr,O-006774,Active,SD-000484,VC - VI,
ūq,O-006773,Active,SD-000484,VC - VI,
ŭq,O-006772,Active,SD-000484,VC - VI,
Upstairs room,O-006771,Active,SD-000249,Location,
Up to 30sec Face,O-006770,Active,SD-000467,Tolerance,
Up to 20,O-006769,Active,SD-000192,Give me (number) (item),
Up to 1min Face,O-006768,Active,SD-000467,Tolerance,
Up to 15,O-006767,Active,SD-000192,Give me (number) (item),
ūp,O-006766,Active,SD-000484,VC - VI,
ŭp,O-006765,Active,SD-000484,VC - VI,
Up,O-006764,Active,SD-000054,Communication opportunity,
Unwrapping present,O-006763,Active,SD-000431,Sequence,
Unwrapping present,O-006762,Active,SD-000148,Expressive,
Unscrew Lid,O-006761,Active,SD-000021,Activity,
Unplanned,O-006760,Active,SD-000250,Losing,
Uno,O-006759,Active,SD-000323,Present activity,
Uno,O-006758,Active,SD-000183,Game,
Unless (prep/categories),O-006757,Active,SD-000233,Instruction w condition,
Undies on,O-006756,Active,SD-000191,Getting dressed,
Undies down,O-006755,Active,SD-000191,Getting dressed,
Underwear up,O-006754,Active,SD-000066,Daily living task,
Underwear on,O-006753,Active,SD-000066,Daily living task,
Underwear off,O-006752,Active,SD-000066,Daily living task,
Underwear down,O-006751,Active,SD-000066,Daily living task,
Underwear,O-006750,Active,SD-000238,Item,
Underwear,O-006749,Active,SD-000135,Expressive,
Under,O-006748,Active,SD-000096,Exposure,
Under,O-006747,Active,SD-000045,Client Preposition,
Under,O-006746,Active,SD-000081,Exp. item. prep. loc.,
Under,O-006745,Active,SD-000090,Exp. prep. location,
Under,O-006744,Active,SD-000353,Rec. item prep. loc.,
Under,O-006743,Active,SD-000358,Rec. prep. location,
Under,O-006742,Active,SD-000389,Receptive,
Unclip Container,O-006741,Active,SD-000021,Activity,
Uncle's house 2,O-006740,Active,SD-000139,Expressive,
Uncle's house 2,O-006739,Active,SD-000381,Receptive,
Uncle's house,O-006738,Active,SD-000139,Expressive,
Uncle's house,O-006737,Active,SD-000381,Receptive,
Uncle 2,O-006736,Active,SD-000144,Expressive,
Uncle 1,O-006735,Active,SD-000144,Expressive,
Uncle,O-006734,Active,SD-000491,Visual,
ūn,O-006733,Active,SD-000484,VC - VI,
ŭn,O-006732,Active,SD-000484,VC - VI,
ūm,O-006731,Active,SD-000484,VC - VI,
ŭm,O-006730,Active,SD-000484,VC - VI,
ūl,O-006729,Active,SD-000484,VC - VI,
ŭl,O-006728,Active,SD-000484,VC - VI,
ūj,O-006727,Active,SD-000484,VC - VI,
ŭj,O-006726,Active,SD-000484,VC - VI,
ŭh,O-006725,Active,SD-000484,VC - VI,
ūg,O-006724,Active,SD-000484,VC - VI,
ŭg,O-006723,Active,SD-000484,VC - VI,
ūf,O-006722,Active,SD-000484,VC - VI,
ŭf,O-006721,Active,SD-000484,VC - VI,
ūd,O-006720,Active,SD-000484,VC - VI,
ŭd,O-006719,Active,SD-000484,VC - VI,
ūc/ūk,O-006718,Active,SD-000484,VC - VI,
ŭc/ŭk,O-006717,Active,SD-000484,VC - VI,
ūb,O-006716,Active,SD-000484,VC - VI,
ŭb,O-006715,Active,SD-000484,VC - VI,
u words,O-006714,Active,SD-000518,Words - VI,
ū,O-006713,Active,SD-000438,Single sound VI,
ŭ,O-006712,Active,SD-000438,Single sound VI,
U,O-006711,Active,SD-000521,Write (with visual),
u,O-006710,Active,SD-000521,Write (with visual),
u,O-006709,Active,SD-000145,Expressive,
u,O-006708,Active,SD-000138,Expressive,
U,O-006707,Active,SD-000138,Expressive,
U,O-006706,Active,SD-000520,Write (no visual),
u,O-006705,Active,SD-000520,Write (no visual),
U,O-006704,Active,SD-000479,Trace,
u,O-006703,Active,SD-000479,Trace,
u,O-006702,Active,SD-000387,Receptive,
u,O-006701,Active,SD-000424,Say (sound) th points,
u,O-006700,Active,SD-000380,Receptive,
U,O-006699,Active,SD-000380,Receptive,
u,O-006698,Active,SD-000259,Matching,
U,O-006697,Active,SD-000259,Matching,
u,O-006696,Active,SD-000445,Sound paired w gesture,
typing,O-006695,Active,SD-000322,Present,
Typing,O-006694,Active,SD-000122,Expressive,
Typing,O-006693,Active,SD-000359,Receptive,
typed,O-006692,Active,SD-000299,Past,
type,O-006691,Active,SD-000182,Future,
Two Step Chains,O-006690,Active,SD-000307,Planned model,
Two Step,O-006689,Active,SD-000462,Third person planned model,
Twister,O-006688,Active,SD-000183,Game,
Twinkle twinkle,O-006687,Active,SD-000314,PLQ Intraverbal,
Twinkle Twinkle,O-006686,Active,SD-000251,Mand,
Twinkle twinkle,O-006685,Active,SD-000443,Song with planned model,
Twinkle twinkle,O-006684,Active,SD-000237,Intraverbal,
Twinkle twinkle,O-006683,Active,SD-000110,Exposure,
Twinkle fingers,O-006682,Active,SD-000002,1 step,
TV-Remote,O-006681,Active,SD-000123,Expressive,
TV-Remote,O-006680,Active,SD-000360,Receptive,
TV shows,O-006679,Active,SD-000323,Present activity,
TV,O-006678,Active,SD-000249,Location,
TV,O-006677,Active,SD-000392,Receptive,
TV,O-006676,Active,SD-000154,Expressive,
TV,O-006675,Active,SD-000266,Matching,
Turtle,O-006674,Active,SD-000175,Expressive visual only,
Turtle,O-006673,Active,SD-000135,Expressive,
Turn taking,O-006672,Active,SD-000076,Engage in activity,
Turn page,O-006671,Active,SD-000055,Communication opportunity,
Turn around,O-006670,Active,SD-000352,Rec. Instr.,
Turn Around,O-006669,Active,SD-000462,Third person planned model,
Tummy,O-006668,Active,SD-000131,Expressive,
Tummy,O-006667,Active,SD-000371,Receptive,
Tummy,O-006666,Active,SD-000362,Receptive,
Tummy,O-006665,Active,SD-000124,Expressive,
Tuesday,O-006664,Active,SD-000373,Receptive,
Tuesday,O-006663,Active,SD-000132,Expressive,
tubed pasta/beads down chopstick,O-006662,Active,SD-000021,Activity,
tū,O-006661,Active,SD-000065,CV - VI,
tŭ,O-006660,Active,SD-000065,CV - VI,
Tt,O-006659,Active,SD-000270,Matching different cases,
tshirt,O-006658,Active,SD-000392,Receptive,
tshirt,O-006657,Active,SD-000154,Expressive,
tshirt,O-006656,Active,SD-000266,Matching,
Trunk,O-006655,Active,SD-000131,Expressive,
Trunk,O-006654,Active,SD-000371,Receptive,
Trucks,O-006653,Active,SD-000023,Activity,
Truck shape sorter 3 pieces,O-006652,Active,SD-000069,Do (activity),
Truck shape sorter 2 pieces,O-006651,Active,SD-000069,Do (activity),
Truck shape sorter 1 piece,O-006650,Active,SD-000069,Do (activity),
Truck Driver,O-006649,Active,SD-000142,Expressive,
Truck,O-006648,Active,SD-000135,Expressive,
Truck,O-006647,Active,SD-000210,Identical,
Truck,O-006646,Active,SD-000523,Written Word,
truck,O-006645,Active,SD-000392,Receptive,
truck,O-006644,Active,SD-000154,Expressive,
truck,O-006643,Active,SD-000266,Matching,
Truck,O-006642,Active,SD-000262,Matching,
Trouble,O-006641,Active,SD-000183,Game,
Triangle,O-006640,Active,SD-000007,2D Receptive,
Triangle,O-006639,Active,SD-000244,Language exposure,
triangle,O-006638,Active,SD-000392,Receptive,
Triangle,O-006637,Active,SD-000391,Receptive,
Triangle,O-006636,Active,SD-000264,Matching,
Triangle,O-006635,Active,SD-000220,Imitation,
triangle,O-006634,Active,SD-000154,Expressive,
triangle,O-006633,Active,SD-000266,Matching,
Triangle,O-006632,Active,SD-000149,Expressive,
Triangle,O-006631,Active,SD-000374,Receptive,
Triangle,O-006630,Active,SD-000180,From model,
tree,O-006629,Active,SD-000497,Visual - 2D,
Tree,O-006628,Active,SD-000156,Expressive,
Tree,O-006627,Active,SD-000244,Language exposure,
tree,O-006626,Active,SD-000392,Receptive,
Tree,O-006625,Active,SD-000220,Imitation,
Tree,O-006624,Active,SD-000125,Expressive,
Tree,O-006623,Active,SD-000363,Receptive,
tree,O-006622,Active,SD-000154,Expressive,
tree,O-006621,Active,SD-000266,Matching,
Tree,O-006620,Active,SD-000011,3D Receptive,
Tree,O-006619,Active,SD-000007,2D Receptive,
Tree,O-006618,Active,SD-000135,Expressive,
Tree,O-006617,Active,SD-000374,Receptive,
Tree,O-006616,Active,SD-000180,From model,
Tree,O-006615,Active,SD-000288,Non-identical,
Tree,O-006614,Active,SD-000212,Identical,
Tree,O-006613,Active,SD-000287,Non-identical,
Tree,O-006612,Active,SD-000211,Identical,
Tree,O-006611,Active,SD-000286,Non-Identical,
Tree,O-006610,Active,SD-000210,Identical,
Treasure Hunt,O-006609,Active,SD-000440,Social game,
Transport Puzzle,O-006608,Active,SD-000069,Do (activity),
Transport Mat,O-006607,Active,SD-000023,Activity,
Transport,O-006606,Active,SD-000157,Expressive - Intra-verbal,
Transport,O-006605,Active,SD-000158,Expressive - Tell me,
Transport,O-006604,Active,SD-000365,Receptive,
Transport,O-006603,Active,SD-000444,Sorting,
Transport,O-006602,Active,SD-000255,Matching,
Transport,O-006601,Active,SD-000461,TH gives clues,
Transport,O-006600,Active,SD-000159,Expressive - What is,
Transport,O-006599,Active,SD-000033,Brainstorming,
Trampoline,O-006598,Active,SD-000249,Location,
trampoline,O-006597,Active,SD-000392,Receptive,
Trampoline,O-006596,Active,SD-000239,Item,
trampoline,O-006595,Active,SD-000154,Expressive,
trampoline,O-006594,Active,SD-000266,Matching,
Trampoline,O-006593,Active,SD-000323,Present activity,
Tram,O-006592,Active,SD-000007,2D Receptive,
Trains,O-006591,Active,SD-000023,Activity,
Trains,O-006590,Active,SD-000323,Present activity,
Train/Plane/Bus Trip,O-006589,Active,SD-000312,Play scenario,
Train table,O-006588,Active,SD-000239,Item,
Train station,O-006587,Active,SD-000117,Exposure,
Train station,O-006586,Active,SD-000165,Expressive Function,
Train station,O-006585,Active,SD-000400,Receptive Function,
Train station,O-006584,Active,SD-000139,Expressive,
Train station,O-006583,Active,SD-000168,Expressive Occupation Location,
Train station,O-006582,Active,SD-000381,Receptive,
Train driver,O-006581,Active,SD-000094,Exposure,
Train Driver,O-006580,Active,SD-000142,Expressive,
Train (Toy),O-006579,Active,SD-000007,2D Receptive,
train,O-006578,Active,SD-000497,Visual - 2D,
train,O-006577,Active,SD-000392,Receptive,
Train,O-006576,Active,SD-000326,Pretend to be,
Train,O-006575,Active,SD-000238,Item,
Train,O-006574,Active,SD-000125,Expressive,
Train,O-006573,Active,SD-000363,Receptive,
train,O-006572,Active,SD-000154,Expressive,
train,O-006571,Active,SD-000266,Matching,
Train,O-006570,Active,SD-000011,3D Receptive,
Train,O-006569,Active,SD-000007,2D Receptive,
train,O-006568,Active,SD-000083,Exp. labels PLQ,
Train,O-006567,Active,SD-000262,Matching,
Train,O-006566,Active,SD-000135,Expressive,
Train,O-006565,Active,SD-000401,Receptive Instruction,
Train,O-006564,Active,SD-000218,Imitation,
Train,O-006563,Active,SD-000288,Non-identical,
Train,O-006562,Active,SD-000212,Identical,
Train,O-006561,Active,SD-000287,Non-identical,
Train,O-006560,Active,SD-000211,Identical,
Train,O-006559,Active,SD-000286,Non-Identical,
Train,O-006558,Active,SD-000210,Identical,
Tractor,O-006557,Active,SD-000007,2D Receptive,
Tracing,O-006556,Active,SD-000519,Worksheet,
Toys,O-006555,Active,SD-000055,Communication opportunity,
toys,O-006554,Active,SD-000056,Communication opportunity,
Toy kitchen,O-006553,Active,SD-000323,Present activity,
Toy cupboard,O-006552,Active,SD-000239,Item,
Toy,O-006551,Active,SD-000157,Expressive - Intra-verbal,
toy,O-006550,Active,SD-000392,Receptive,
Toy,O-006549,Active,SD-000158,Expressive - Tell me,
Toy,O-006548,Active,SD-000365,Receptive,
Toy,O-006547,Active,SD-000444,Sorting,
Toy,O-006546,Active,SD-000255,Matching,
toy,O-006545,Active,SD-000154,Expressive,
toy,O-006544,Active,SD-000266,Matching,
