"OID","Objective Name","Status","SDID","SD Name"
"O-004381","Musical Instrument","Active","SD-000365","Receptive"
"O-004382","Musical Instrument","Active","SD-000158","Expressive - Tell me"
"O-004383","Musical Instrument","Active","SD-000157","Expressive - Intra-verbal"
"O-004384","Musical Instruments","Active","SD-000023","Activity"
"O-004385","Musical statues","Active","SD-000440","Social game"
"O-004386","Musical statues","Active","SD-000440","Social game"
"O-004387","Musical Toys","Active","SD-000023","Activity"
"O-004388","My","Active","SD-000354","Rec. My/Your"
"O-004389","My","Active","SD-000085","Exp. My/Your"
"O-004390","My (body part)","Active","SD-000354","Rec. My/Your"
"O-004391","My (body part)","Active","SD-000085","Exp. My/Your"
"O-004392","My (generalised)","Active","SD-000354","Rec. My/Your"
"O-004393","My (item)","Active","SD-000354","Rec. My/Your"
"O-004394","My (item)","Active","SD-000085","Exp. My/Your"
"O-004395","My (item) is (colour)","Active","SD-000449","Statement"
"O-004396","My turn","Active","SD-000040","Challenging situation"
"O-004397","n","Active","SD-000445","Sound paired w gesture"
"O-004398","N","Active","SD-000259","Matching"
"O-004399","n","Active","SD-000259","Matching"
"O-004400","N","Active","SD-000380","Receptive"
"O-004401","n","Active","SD-000380","Receptive"
"O-004402","n","Active","SD-000424","Say (sound) th points"
"O-004403","n","Active","SD-000387","Receptive"
"O-004404","n","Active","SD-000479","Trace"
"O-004405","N","Active","SD-000479","Trace"
"O-004406","n","Active","SD-000438","Single sound VI"
"O-004407","n","Active","SD-000520","Write (no visual)"
"O-004408","N","Active","SD-000520","Write (no visual)"
"O-004409","N","Active","SD-000138","Expressive"
"O-004410","n","Active","SD-000138","Expressive"
"O-004411","n","Active","SD-000145","Expressive"
"O-004412","n","Active","SD-000521","Write (with visual)"
"O-004413","N","Active","SD-000521","Write (with visual)"
"O-004414","n words","Active","SD-000518","Words - VI"
"O-004415","n?","Active","SD-000065","CV - VI"
"O-004416","n?","Active","SD-000065","CV - VI"
"O-004417","Name","Active","SD-000339","Q/A"
"O-004418","Name","Active","SD-000339","Q/A"
"O-004419","Name","Active","SD-000411","Reciprocal"
"O-004420","Name on item","Active","SD-000377","Receptive"
"O-004421","Nappy","Active","SD-000210","Identical"
"O-004422","Nappy","Active","SD-000286","Non-Identical"
"O-004423","Nappy","Active","SD-000211","Identical"
"O-004424","Nappy","Active","SD-000287","Non-identical"
"O-004425","Nappy","Active","SD-000212","Identical"
"O-004426","Nappy","Active","SD-000288","Non-identical"
"O-004427","Nappy","Active","SD-000135","Expressive"
"O-004428","Nappy","Active","SD-000007","2D Receptive"
"O-004429","Nappy","Active","SD-000011","3D Receptive"
"O-004430","Nappy","Active","SD-000363","Receptive"
"O-004431","Nappy","Active","SD-000125","Expressive"
"O-004432","Nappy","Active","SD-000238","Item"
"O-004433","nappy","Active","SD-000492","Visual"
"O-004434","Navigate from home screen","Active","SD-000056","Communication opportunity"
"O-004435","n?","Active","SD-000065","CV - VI"
"O-004436","n?","Active","SD-000065","CV - VI"
"O-004437","Near","Active","SD-000214","Identical Receptive"
"O-004438","Near","Active","SD-000290","Non-Identical Receptive"
"O-004439","Near","Active","SD-000143","Expressive"
"O-004440","Near","Active","SD-000086","Exp. non-visual"
"O-004441","near face","Active","SD-000221","Imitation"
"O-004442","Need help","Active","SD-000338","Q/A"
"O-004443","Need to use the bathroom","Active","SD-000338","Q/A"
"O-004444","Neither client or TA","Active","SD-000215","If/then"
"O-004445","New","Active","SD-000214","Identical Receptive"
"O-004446","New","Active","SD-000290","Non-Identical Receptive"
"O-004447","New","Active","SD-000143","Expressive"
"O-004448","New","Active","SD-000086","Exp. non-visual"
"O-004449","Newsagent","Active","SD-000381","Receptive"
"O-004450","Newsagent","Active","SD-000168","Expressive Occupation Location"
"O-004451","Newsagent","Active","SD-000139","Expressive"
"O-004452","Newsagent","Active","SD-000400","Receptive Function"
"O-004453","Newsagent","Active","SD-000165","Expressive Function"
"O-004454","Next To","Active","SD-000389","Receptive"
"O-004455","Next To","Active","SD-000358","Rec. prep. location"
"O-004456","Next To","Active","SD-000353","Rec. item prep. loc."
"O-004457","Next To","Active","SD-000090","Exp. prep. location"
"O-004458","Next To","Active","SD-000081","Exp. item. prep. loc."
"O-004459","Next To","Active","SD-000045","Client Preposition"
"O-004460","Next to","Active","SD-000096","Exposure"
"O-004461","Next to chair","Active","SD-000228","Instruction"
"O-004462","ng","Active","SD-000445","Sound paired w gesture"
"O-004463","ng","Active","SD-000424","Say (sound) th points"
"O-004464","n?","Active","SD-000065","CV - VI"
"O-004465","n?","Active","SD-000065","CV - VI"
"O-004466","night","Active","SD-000172","Expressive reverse"
"O-004467","Nn","Active","SD-000270","Matching different cases"
"O-004468","No","Active","SD-000040","Challenging situation"
"O-004469","No","Active","SD-000236","Instructional gesture"
"O-004470","No","Active","SD-000334","Q/A"
"O-004471","No","Active","SD-000106","Exposure"
"O-004472","No","Active","SD-000109","Exposure"
"O-004473","No","Active","SD-000178","Factual"
"O-004474","No","Active","SD-000379","Receptive"
"O-004475","No","Active","SD-000051","Comm. opportunity"
"O-004476","No","Active","SD-000349","Question without visual"
"O-004477","No","Active","SD-000348","Question with visual"
"O-004478","No","Active","SD-000054","Communication opportunity"
"O-004479","no","Active","SD-000056","Communication opportunity"
"O-004480","n?","Active","SD-000065","CV - VI"
"O-004481","n?","Active","SD-000065","CV - VI"
"O-004482","No I don't  want to","Active","SD-000040","Challenging situation"
"O-004483","No I'm not supposed to do that","Active","SD-000040","Challenging situation"
"O-004484","No visual","Active","SD-000482","Type"
"O-004485","Non-Preferred","Active","SD-000305","Place in finished box"
"O-004486","Non-Preferred  1 min","Active","SD-000305","Place in finished box"
"O-004487","Non-Preferred  2 min","Active","SD-000305","Place in finished box"
"O-004488","Non-Preferred  30 sec","Active","SD-000305","Place in finished box"
"O-004489","non-preferred - 1m","Active","SD-000454","Stop"
"O-004490","non-preferred - 2m","Active","SD-000454","Stop"
"O-004491","non-preferred - 3m","Active","SD-000454","Stop"
"O-004492","non-preferred - across room","Active","SD-000454","Stop"
"O-004493","Non-Preferred 10 min","Active","SD-000305","Place in finished box"
"O-004494","Non-Preferred 10 sec","Active","SD-000305","Place in finished box"
"O-004495","Non-Preferred 20 sec","Active","SD-000305","Place in finished box"
"O-004496","Non-Preferred 5 min","Active","SD-000305","Place in finished box"
"O-004497","Non-Preferred 5 sec","Active","SD-000305","Place in finished box"
"O-004498","Non-Preferred 8 min","Active","SD-000305","Place in finished box"
"O-004499","Non-Preferred Play","Active","SD-000001","1 person"
"O-004500","Non-Preferred Play","Active","SD-000181","From Play"
"O-004501","Non-Preferred/Highly Preferred","Active","SD-000060","Contingency"
"O-004502","Non-visual","Active","SD-000433","Sequencing"
"O-004503","Non-Visual A-E","Active","SD-000428","Sequence"
"O-004504","Non-Visual A-J","Active","SD-000428","Sequence"
"O-004505","Non-Visual A-O","Active","SD-000428","Sequence"
"O-004506","Non-Visual A-T","Active","SD-000428","Sequence"
"O-004507","Non-Visual A-Z","Active","SD-000428","Sequence"
"O-004508","Non-Visual F-J","Active","SD-000428","Sequence"
"O-004509","Non-Visual K-O","Active","SD-000428","Sequence"
"O-004510","Non-Visual P-T","Active","SD-000428","Sequence"
"O-004511","Non-Visual U-Z","Active","SD-000428","Sequence"
"O-004512","Non-Vocal Communication","Active","SD-000054","Communication opportunity"
"O-004513","none","Active","SD-000384","Receptive"
"O-004514","Noodles","Active","SD-000175","Expressive visual only"
"O-004515","Noodles","Active","SD-000135","Expressive"
"O-004516","Normal","Active","SD-000027","Adjusting vol. due proximity"
"O-004517","Nose","Active","SD-000362","Receptive"
"O-004518","Nose","Active","SD-000371","Receptive"
"O-004519","Nose","Active","SD-000131","Expressive"
"O-004520","Nose","Active","SD-000007","2D Receptive"
"O-004521","Nose","Active","SD-000124","Expressive"
"O-004522","not","Active","SD-000260","Matching"
"O-004523","not","Active","SD-000140","Expressive"
"O-004524","not","Active","SD-000266","Matching"
"O-004525","not","Active","SD-000154","Expressive"
"O-004526","not","Active","SD-000382","Receptive"
"O-004527","not","Active","SD-000392","Receptive"
"O-004528","Not allowed","Active","SD-000351","Rec. instr."
"O-004529","Not allowed","Active","SD-000513","Why/because"
"O-004530","Not available","Inactive","SD-000485","Verbal"
"O-004531","Not Available","Inactive","SD-000494","Visual"
"O-004532","Not Available","Inactive","SD-000500","Visual and Verbal"
"O-004533","Not here","Active","SD-000351","Rec. instr."
"O-004534","Not here","Active","SD-000513","Why/because"
"O-004535","November","Active","SD-000126","Expressive"
"O-004536","November","Active","SD-000254","Matching"
"O-004537","November","Active","SD-000364","Receptive"
"O-004538","n?","Active","SD-000065","CV - VI"
"O-004539","n?","Active","SD-000065","CV - VI"
"O-004540","Numbers","Active","SD-000398","Receptive After"
"O-004541","Numbers","Active","SD-000163","Expressive Before"
"O-004542","Numbers","Active","SD-000162","Expressive After"
"O-004543","Numbers","Active","SD-000399","Receptive Before"
"O-004544","Numbers (various)","Active","SD-000521","Write (with visual)"
"O-004545","Nurse","Active","SD-000078","Exp. function"
"O-004546","Nurse","Active","SD-000142","Expressive"
"O-004547","Nurse","Active","SD-000414","Reverse exp. function"
"O-004548","Nurse","Active","SD-000385","Receptive"
"O-004549","Nurse","Active","SD-000094","Exposure"
"O-004550","Nuts","Active","SD-000175","Expressive visual only"
"O-004551","Nuts","Active","SD-000135","Expressive"
"O-004552","NVI","Active","SD-000357","Rec. play instr."
"O-004553","o","Active","SD-000445","Sound paired w gesture"
"O-004554","O","Active","SD-000259","Matching"
"O-004555","o","Active","SD-000259","Matching"
"O-004556","O","Active","SD-000380","Receptive"
"O-004557","o","Active","SD-000380","Receptive"
"O-004558","o","Active","SD-000387","Receptive"
"O-004559","o","Active","SD-000479","Trace"
"O-004560","O","Active","SD-000479","Trace"
"O-004561","o","Active","SD-000520","Write (no visual)"
"O-004562","O","Active","SD-000520","Write (no visual)"
"O-004563","O","Active","SD-000138","Expressive"
"O-004564","o","Active","SD-000138","Expressive"
"O-004565","o","Active","SD-000145","Expressive"
"O-004566","o","Active","SD-000521","Write (with visual)"
"O-004567","O","Active","SD-000521","Write (with visual)"
"O-004568","?","Active","SD-000438","Single sound VI"
"O-004569","?","Active","SD-000438","Single sound VI"
"O-004570","o words","Active","SD-000518","Words - VI"
"O-004571","o'clock - various","Active","SD-000068","Digital"
"O-004572","o'clock - various","Active","SD-000028","Analogue"
"O-004573","oa","Active","SD-000387","Receptive"
"O-004574","oa","Active","SD-000145","Expressive"
"O-004575","oar","Active","SD-000424","Say (sound) th points"
"O-004576","?b","Active","SD-000484","VC - VI"
"O-004577","?b","Active","SD-000484","VC - VI"
"O-004578","Object to feet","Active","SD-000016","Action with object"
"O-004579","Object to head","Active","SD-000016","Action with object"
"O-004580","Object to knees","Active","SD-000016","Action with object"
"O-004581","Object to tummy","Active","SD-000016","Action with object"
"O-004582","Obstacle course","Active","SD-000022","Activity"
"O-004583","Obstacle course (holding hands)","Active","SD-000022","Activity"
"O-004584","?c/?k","Active","SD-000484","VC - VI"
"O-004585","?c/?k","Active","SD-000484","VC - VI"
"O-004586","October","Active","SD-000126","Expressive"
"O-004587","October","Active","SD-000254","Matching"
"O-004588","October","Active","SD-000364","Receptive"
"O-004589","?d","Active","SD-000484","VC - VI"
"O-004590","?d","Active","SD-000484","VC - VI"
"O-004591","of","Active","SD-000260","Matching"
"O-004592","of","Active","SD-000140","Expressive"
"O-004593","of","Active","SD-000266","Matching"
"O-004594","of","Active","SD-000154","Expressive"
"O-004595","of","Active","SD-000382","Receptive"
"O-004596","of","Active","SD-000392","Receptive"
"O-004597","?f","Active","SD-000484","VC - VI"
"O-004598","?f","Active","SD-000484","VC - VI"
"O-004599","Off","Active","SD-000057","Communication opportunity"
"O-004600","?g","Active","SD-000484","VC - VI"
"O-004601","?g","Active","SD-000484","VC - VI"
"O-004602","oh","Active","SD-000424","Say (sound) th points"
"O-004603","?h","Active","SD-000484","VC - VI"
"O-004604","?j","Active","SD-000484","VC - VI"
"O-004605","?j","Active","SD-000484","VC - VI"
"O-004606","Okay","Active","SD-000236","Instructional gesture"
"O-004607","Okay","Active","SD-000334","Q/A"
"O-004608","Okay","Active","SD-000379","Receptive"
"O-004609","?l","Active","SD-000484","VC - VI"
"O-004610","?l","Active","SD-000484","VC - VI"
"O-004611","Old","Active","SD-000214","Identical Receptive"
"O-004612","Old","Active","SD-000290","Non-Identical Receptive"
"O-004613","old","Active","SD-000456","Synonym"
"O-004614","Old","Active","SD-000143","Expressive"
"O-004615","Old","Active","SD-000086","Exp. non-visual"
"O-004616","Old MacDonald","Active","SD-000314","PLQ Intraverbal"
"O-004617","Old Mcdonald","Active","SD-000110","Exposure"
"O-004618","Old Mcdonald","Active","SD-000237","Intraverbal"
"O-004619","Old Mcdonald","Active","SD-000443","Song with planned model"
"O-004620","Old McDonald","Active","SD-000251","Mand"
"O-004621","?m","Active","SD-000484","VC - VI"
"O-004622","?m","Active","SD-000484","VC - VI"
"O-004623","on","Active","SD-000260","Matching"
"O-004624","on","Active","SD-000140","Expressive"
"O-004625","on","Active","SD-000266","Matching"
"O-004626","on","Active","SD-000154","Expressive"
"O-004627","on","Active","SD-000382","Receptive"
"O-004628","on","Active","SD-000392","Receptive"
"O-004629","?n","Active","SD-000484","VC - VI"
"O-004630","?n","Active","SD-000484","VC - VI"
"O-004631","On purpose vs accident","Active","SD-000130","Expressive"
"O-004632","On purpose vs Accident","Active","SD-000340","Q/A"
"O-004633","on the weekend","Active","SD-000437","Signicant activity"
"O-004634","On Top","Active","SD-000389","Receptive"
"O-004635","On Top","Active","SD-000358","Rec. prep. location"
"O-004636","On Top","Active","SD-000353","Rec. item prep. loc."
"O-004637","On Top","Active","SD-000090","Exp. prep. location"
"O-004638","On Top","Active","SD-000081","Exp. item. prep. loc."
"O-004639","On Top","Active","SD-000045","Client Preposition"
"O-004640","On top","Active","SD-000096","Exposure"
"O-004641","one","Active","SD-000260","Matching"
"O-004642","one","Active","SD-000140","Expressive"
"O-004643","one","Active","SD-000266","Matching"
"O-004644","one","Active","SD-000154","Expressive"
"O-004645","one","Active","SD-000382","Receptive"
"O-004646","one","Active","SD-000392","Receptive"
