Name,OID,Status,SDID,SD Name
Bang Block,O-000968,Active,SD-000308,Planned model w item
Drive Car off table,O-002239,Active,SD-000308,Planned model w item
Stack Blocks,O-005983,Active,SD-000308,Planned model w item
Swipe Block,O-006110,Active,SD-000308,Planned model w item
Pour tea,O-005141,Active,SD-000308,Planned model w item
Flip cup over,O-002734,Active,SD-000308,Planned model w item
Item in container,O-003816,Active,SD-000308,Planned model w item
Throw ball,O-006394,Active,SD-000308,Planned model w item
Roll ball,O-005413,Active,SD-000308,Planned model w item
Block on plate,O-001180,Active,SD-000308,Planned model w item
Stir tea,O-006013,Active,SD-000308,Planned model w item
Various,O-006861,Active,SD-000308,Planned model w item
F2 Discrimination,O-002563,Active,SD-000308,Planned model w item
F3 Discrimination,O-002568,Active,SD-000308,Planned model w item
F4 Discrimination,O-002577,Active,SD-000309,Planned model w item at table
2 step chain,O-000336,Active,SD-000309,Planned model w item at table
3 Step Chain,O-000443,Active,SD-000309,Planned model w item at table
4 step chain,O-000510,Active,SD-000310,Planned model w item in play
2 step chain,O-000337,Active,SD-000310,Planned model w item in play
3 Step Chain,O-000444,Active,SD-000310,Planned model w item in play
5 step chain,O-000567,Active,SD-000310,Planned model w item in play
Hat,O-003358,Active,SD-000262,Matching
Bag,O-000908,Active,SD-000262,Matching
Train,O-006567,Active,SD-000262,Matching
Ball,O-000925,Active,SD-000262,Matching
Cup,O-001905,Active,SD-000262,Matching
Pig,O-004967,Active,SD-000262,Matching
Shoe,O-005618,Active,SD-000262,Matching
Sock,O-005873,Active,SD-000262,Matching
Cow,O-001846,Active,SD-000262,Matching
Cat,O-001530,Active,SD-000262,Matching
Fish,O-002719,Active,SD-000262,Matching
Couch,O-001818,Active,SD-000262,Matching
Chair,O-001579,Active,SD-000262,Matching
Feather,O-002651,Active,SD-000262,Matching
Bottle,O-001276,Active,SD-000262,Matching
Dog,O-002117,Active,SD-000262,Matching
Van,O-006809,Active,SD-000262,Matching
Frog,O-002836,Active,SD-000262,Matching
Astronaut,O-000805,Active,SD-000078,Exp. function
Builder,O-001374,Active,SD-000078,Exp. function
Bus Driver,O-001408,Active,SD-000078,Exp. function
Chef,O-001603,Active,SD-000078,Exp. function
Dentist,O-002009,Active,SD-000078,Exp. function
Doctor,O-002096,Active,SD-000078,Exp. function
Farmer,O-002630,Active,SD-000078,Exp. function
Firefighter,O-002705,Active,SD-000078,Exp. function
Gardener,O-002914,Active,SD-000078,Exp. function
Hairdresser,O-003307,Active,SD-000078,Exp. function
Mechanic,O-004255,Active,SD-000078,Exp. function
Nurse,O-004545,Active,SD-000078,Exp. function
Painter,O-004779,Active,SD-000078,Exp. function
Pilot,O-004996,Active,SD-000078,Exp. function
Police Officer,O-005111,Active,SD-000078,Exp. function
Postie,O-005134,Active,SD-000078,Exp. function
Scientist,O-005539,Active,SD-000078,Exp. function
Shopkeeper,O-005645,Active,SD-000078,Exp. function
Teacher,O-006289,Active,SD-000078,Exp. function
Vet,O-007030,Active,SD-000078,Exp. function
Astronaut,O-000806,Active,SD-000142,Expressive
Builder,O-001375,Active,SD-000142,Expressive
Bus Driver,O-001409,Active,SD-000142,Expressive
Chef,O-001604,Active,SD-000142,Expressive
Dentist,O-002010,Active,SD-000142,Expressive
Doctor,O-002097,Active,SD-000142,Expressive
Farmer,O-002631,Active,SD-000142,Expressive
Firefighter,O-002706,Active,SD-000142,Expressive
Gardener,O-002915,Active,SD-000142,Expressive
Hairdresser,O-003308,Active,SD-000142,Expressive
Mechanic,O-004256,Active,SD-000142,Expressive
Nurse,O-004546,Active,SD-000142,Expressive
Painter,O-004780,Active,SD-000142,Expressive
Pilot,O-004997,Active,SD-000142,Expressive
Police Officer,O-005112,Active,SD-000142,Expressive
Postie,O-005135,Active,SD-000142,Expressive
Scientist,O-005540,Active,SD-000142,Expressive
Shopkeeper,O-005646,Active,SD-000142,Expressive
Teacher,O-006290,Active,SD-000142,Expressive
Vet,O-007031,Active,SD-000142,Expressive
Truck,O-006642,Active,SD-000262,Matching
Astronaut,O-000807,Active,SD-000414,Reverse exp. function
Builder,O-001376,Active,SD-000414,Reverse exp. function
Bus Driver,O-001410,Active,SD-000414,Reverse exp. function
Chef,O-001605,Active,SD-000414,Reverse exp. function
Dentist,O-002011,Active,SD-000414,Reverse exp. function
Doctor,O-002098,Active,SD-000414,Reverse exp. function
Farmer,O-002632,Active,SD-000414,Reverse exp. function
Firefighter,O-002707,Active,SD-000414,Reverse exp. function
Gardener,O-002916,Active,SD-000414,Reverse exp. function
Hairdresser,O-003309,Active,SD-000414,Reverse exp. function
Mechanic,O-004257,Active,SD-000414,Reverse exp. function
Nurse,O-004547,Active,SD-000414,Reverse exp. function
Painter,O-004781,Active,SD-000414,Reverse exp. function
Pilot,O-004998,Active,SD-000414,Reverse exp. function
Police Officer,O-005113,Active,SD-000414,Reverse exp. function
Shopkeeper,O-005647,Active,SD-000414,Reverse exp. function
Teacher,O-006291,Active,SD-000414,Reverse exp. function
Vet,O-007032,Active,SD-000414,Reverse exp. function
Postie,O-005136,Active,SD-000414,Reverse exp. function
Exposure,O-002438,Active,SD-000107,Exposure
Big,O-001098,Active,SD-000214,Identical Receptive
Little,O-004151,Active,SD-000214,Identical Receptive
Wet,O-007194,Active,SD-000214,Identical Receptive
Dry,O-002253,Active,SD-000214,Identical Receptive
High,O-003444,Active,SD-000214,Identical Receptive
Low,O-004190,Active,SD-000214,Identical Receptive
Long,O-004171,Active,SD-000214,Identical Receptive
Short,O-005649,Active,SD-000214,Identical Receptive
Hot,O-003552,Active,SD-000214,Identical Receptive
Cold,O-001741,Active,SD-000214,Identical Receptive
In,O-003712,Active,SD-000214,Identical Receptive
Out,O-004721,Active,SD-000214,Identical Receptive
Dirty,O-002075,Active,SD-000214,Identical Receptive
Clean,O-001679,Active,SD-000214,Identical Receptive
Heavy,O-003398,Active,SD-000214,Identical Receptive
Light,O-004127,Active,SD-000214,Identical Receptive
Old,O-004611,Active,SD-000214,Identical Receptive
New,O-004445,Active,SD-000214,Identical Receptive
Near,O-004437,Active,SD-000214,Identical Receptive
Far,O-002617,Active,SD-000214,Identical Receptive
Hard,O-003351,Active,SD-000214,Identical Receptive
Soft,O-005899,Active,SD-000214,Identical Receptive
Full,O-002873,Active,SD-000214,Identical Receptive
Empty,O-002383,Active,SD-000214,Identical Receptive
Loud,O-004178,Active,SD-000214,Identical Receptive
Quiet,O-005249,Active,SD-000214,Identical Receptive
Various,O-006862,Active,SD-000214,Identical Receptive
Generalised,O-002975,Active,SD-000214,Identical Receptive
Big,O-001099,Active,SD-000290,Non-Identical Receptive
Little,O-004152,Active,SD-000290,Non-Identical Receptive
Wet,O-007195,Active,SD-000290,Non-Identical Receptive
Dry,O-002254,Active,SD-000290,Non-Identical Receptive
High,O-003445,Active,SD-000290,Non-Identical Receptive
Low,O-004191,Active,SD-000290,Non-Identical Receptive
Long,O-004172,Active,SD-000290,Non-Identical Receptive
Short,O-005650,Active,SD-000290,Non-Identical Receptive
Hot,O-003553,Active,SD-000290,Non-Identical Receptive
Cold,O-001742,Active,SD-000290,Non-Identical Receptive
In,O-003713,Active,SD-000290,Non-Identical Receptive
Out,O-004722,Active,SD-000290,Non-Identical Receptive
Dirty,O-002076,Active,SD-000290,Non-Identical Receptive
Clean,O-001680,Active,SD-000290,Non-Identical Receptive
Heavy,O-003399,Active,SD-000290,Non-Identical Receptive
Light,O-004128,Active,SD-000290,Non-Identical Receptive
Old,O-004612,Active,SD-000290,Non-Identical Receptive
New,O-004446,Active,SD-000290,Non-Identical Receptive
Near,O-004438,Active,SD-000290,Non-Identical Receptive
Far,O-002618,Active,SD-000290,Non-Identical Receptive
Hard,O-003352,Active,SD-000290,Non-Identical Receptive
Soft,O-005900,Active,SD-000290,Non-Identical Receptive
Full,O-002874,Active,SD-000290,Non-Identical Receptive
Empty,O-002384,Active,SD-000290,Non-Identical Receptive
Loud,O-004179,Active,SD-000290,Non-Identical Receptive
Quiet,O-005250,Active,SD-000290,Non-Identical Receptive
Various,O-006863,Active,SD-000290,Non-Identical Receptive
Generalised,O-002976,Active,SD-000290,Non-Identical Receptive
1,O-000002,Active,SD-000206,How many (items)?
2,O-000011,Active,SD-000206,How many (items)?
3,O-000020,Active,SD-000206,How many (items)?
4,O-000029,Active,SD-000206,How many (items)?
5,O-000038,Active,SD-000206,How many (items)?
6,O-000047,Active,SD-000206,How many (items)?
7,O-000056,Active,SD-000206,How many (items)?
8,O-000063,Active,SD-000206,How many (items)?
9,O-000070,Active,SD-000206,How many (items)?
10,O-000077,Active,SD-000206,How many (items)?
Chomp,O-001647,Active,SD-000222,Imitation
Frown,O-002864,Active,SD-000222,Imitation
Lick lips,O-004118,Active,SD-000222,Imitation
Open Mouth,O-004665,Active,SD-000222,Imitation
Pucker lips,O-005177,Active,SD-000222,Imitation
Puff Cheeks,O-005178,Active,SD-000222,Imitation
Raspberries,O-005283,Active,SD-000222,Imitation
Smile (lips together),O-005838,Active,SD-000222,Imitation
Tongue Down,O-006472,Active,SD-000222,Imitation
Tongue In,O-006473,Active,SD-000222,Imitation
Tongue Out,O-006474,Active,SD-000222,Imitation
Tongue to left,O-006476,Active,SD-000222,Imitation
Tongue to right,O-006477,Active,SD-000222,Imitation
Tongue Up,O-006478,Active,SD-000222,Imitation
Touch Tongue,O-006531,Active,SD-000222,Imitation
2 Step ooo eee,O-000342,Active,SD-000222,Imitation
2 step ahh ooo,O-000335,Active,SD-000222,Imitation
2 Step ahh eee,O-000334,Active,SD-000222,Imitation
Various,O-006864,Active,SD-000222,Imitation
ABAB,O-000622,Active,SD-000430,Sequence
ABCABC,O-000623,Active,SD-000430,Sequence
Identical items,O-003689,Active,SD-000430,Sequence
Colours,O-001774,Active,SD-000430,Sequence
F1 (desired item) at table,O-002503,Active,SD-000055,Communication opportunity
F1 (desired item) 1m from table,O-002495,Active,SD-000055,Communication opportunity
F1 (desired item) 2m from table,O-002497,Active,SD-000055,Communication opportunity
F1 (desired item) 3m from table,O-002499,Active,SD-000055,Communication opportunity
F1 (desired item) across room from table,O-002501,Active,SD-000055,Communication opportunity
F1 (desired item) from play,O-002506,Active,SD-000055,Communication opportunity
F1 (desired item) various distance from table,O-002511,Active,SD-000055,Communication opportunity
F1 (desired item) generalised,O-002509,Active,SD-000055,Communication opportunity
F2 (desired and blank) at table,O-002527,Active,SD-000055,Communication opportunity
F2 (desired and blank)  1m from table,O-002523,Active,SD-000055,Communication opportunity
F2 (desired and blank)  2m from table,O-002524,Active,SD-000055,Communication opportunity
F2 (desired and blank)  3m from table,O-002525,Active,SD-000055,Communication opportunity
F2 (desired and blank) across room from table,O-002526,Active,SD-000055,Communication opportunity
F2 (desired and blank) from play,O-002528,Active,SD-000055,Communication opportunity
F2 (desired and blank) various distance from table,O-002530,Active,SD-000055,Communication opportunity
F2 (desired and blank) generalised,O-002529,Active,SD-000055,Communication opportunity
F2 (desired and neutral) at table,O-002539,Active,SD-000055,Communication opportunity
F2 (desired and neutral)  1m from table,O-002531,Active,SD-000055,Communication opportunity
F2 (desired and neutral)  2m from table,O-002533,Active,SD-000055,Communication opportunity
F2 (desired and neutral) 3m from table,O-002537,Active,SD-000055,Communication opportunity
F2 (desired and neutral)  across room from table,O-002535,Active,SD-000055,Communication opportunity
F2 (desired and neutral) from play,O-002541,Active,SD-000055,Communication opportunity
F2 (desired and neutral) various distance from table,O-002545,Active,SD-000055,Communication opportunity
F2 (desired and neutral) generalised,O-002543,Active,SD-000055,Communication opportunity
F2 (high vs high)  at table,O-002549,Active,SD-000055,Communication opportunity
F2 (high vs high) 1m from table,O-002555,Active,SD-000055,Communication opportunity
F2 (high vs high)  2m from table,O-002547,Active,SD-000055,Communication opportunity
F2 (high vs high) 3m from table,O-002557,Active,SD-000055,Communication opportunity
F2 (high vs high) across room from table,O-002559,Active,SD-000055,Communication opportunity
F2 (high vs high)  from play,O-002551,Active,SD-000055,Communication opportunity
F2 (high vs high)  various distance from table,O-002553,Active,SD-000055,Communication opportunity
F2 (high vs high) generalised,O-002561,Active,SD-000055,Communication opportunity
F3,O-002565,Active,SD-000055,Communication opportunity
F4,O-002569,Active,SD-000055,Communication opportunity
Turn page,O-006671,Active,SD-000055,Communication opportunity
Aunty 1,O-000830,Active,SD-000263,Matching
Aunty 2,O-000833,Active,SD-000263,Matching
Cousin 1,O-001828,Active,SD-000263,Matching
Cousin 2,O-001831,Active,SD-000263,Matching
Cousin 3,O-001834,Active,SD-000263,Matching
Client,O-001688,Active,SD-000263,Matching
Dad,O-001969,Active,SD-000263,Matching
Grandfather 1,O-003191,Active,SD-000263,Matching
Grandfather 2,O-003195,Active,SD-000263,Matching
Grandmother 1,O-003201,Active,SD-000263,Matching
Grandmother 2,O-003205,Active,SD-000263,Matching
Mum,O-004353,Active,SD-000263,Matching
Parent  1,O-004814,Active,SD-000263,Matching
Parent 2,O-004838,Active,SD-000263,Matching
Sibling  1,O-005683,Active,SD-000263,Matching
Sibling  2,O-005686,Active,SD-000263,Matching
Sibling 3,O-005734,Active,SD-000263,Matching
Teacher 1,O-006295,Active,SD-000263,Matching
Teacher 2,O-006298,Active,SD-000263,Matching
Various,O-006865,Active,SD-000263,Matching
Generalised,O-002977,Active,SD-000263,Matching
Aunty 1,O-000831,Active,SD-000386,Receptive
Aunty 2,O-000834,Active,SD-000386,Receptive
Cousin 1,O-001829,Active,SD-000386,Receptive
Cousin 2,O-001832,Active,SD-000386,Receptive
Cousin 3,O-001835,Active,SD-000386,Receptive
Client,O-001689,Active,SD-000386,Receptive
Dad,O-001970,Active,SD-000386,Receptive
Grandfather 1,O-003192,Active,SD-000386,Receptive
Grandfather 2,O-003196,Active,SD-000386,Receptive
Grandmother 1,O-003202,Active,SD-000386,Receptive
Grandmother 2,O-003206,Active,SD-000386,Receptive
Mum,O-004354,Active,SD-000386,Receptive
Parent  1,O-004815,Active,SD-000386,Receptive
Parent 2,O-004839,Active,SD-000386,Receptive
Sibling  1,O-005684,Active,SD-000386,Receptive
Sibling  2,O-005687,Active,SD-000386,Receptive
Sibling 3,O-005735,Active,SD-000386,Receptive
Teacher 1,O-006296,Active,SD-000386,Receptive
Teacher 2,O-006299,Active,SD-000386,Receptive
Various,O-006866,Active,SD-000386,Receptive
Generalised,O-002978,Active,SD-000386,Receptive
a,O-000602,Active,SD-000387,Receptive
b,O-000855,Active,SD-000387,Receptive
c,O-001446,Active,SD-000387,Receptive
d,O-001955,Active,SD-000387,Receptive
e,O-002290,Active,SD-000387,Receptive
f,O-002483,Active,SD-000387,Receptive
g,O-002898,Active,SD-000387,Receptive
h,O-003276,Active,SD-000387,Receptive
i,O-003609,Active,SD-000387,Receptive
j,O-003838,Active,SD-000387,Receptive
k,O-003943,Active,SD-000387,Receptive
l,O-004021,Active,SD-000387,Receptive
m,O-004210,Active,SD-000387,Receptive
n,O-004403,Active,SD-000387,Receptive
o,O-004558,Active,SD-000387,Receptive
p,O-004756,Active,SD-000387,Receptive
q,O-005230,Active,SD-000387,Receptive
r,O-005264,Active,SD-000387,Receptive
s,O-005452,Active,SD-000387,Receptive
t,O-006121,Active,SD-000387,Receptive
u,O-006702,Active,SD-000387,Receptive
v,O-006795,Active,SD-000387,Receptive
w,O-007084,Active,SD-000387,Receptive
x,O-007303,Active,SD-000387,Receptive
y,O-007336,Active,SD-000387,Receptive
z,O-007429,Active,SD-000387,Receptive
ch,O-001570,Active,SD-000387,Receptive
sh,O-005567,Active,SD-000387,Receptive
th,O-006326,Active,SD-000387,Receptive
ee,O-002351,Active,SD-000387,Receptive
oo,O-004652,Active,SD-000387,Receptive
ie,O-003692,Active,SD-000387,Receptive
oa,O-004573,Active,SD-000387,Receptive
or,O-004677,Active,SD-000387,Receptive
er,O-002396,Active,SD-000387,Receptive
ing,O-003756,Active,SD-000387,Receptive
Lego,O-004078,Active,SD-000023,Activity
Blocks,O-001185,Active,SD-000023,Activity
Cars,O-001517,Active,SD-000023,Activity
Trains,O-006591,Active,SD-000023,Activity
Books,O-001268,Active,SD-000023,Activity
Puzzles,O-005223,Active,SD-000023,Activity
Animals,O-000726,Active,SD-000023,Activity
Trucks,O-006653,Active,SD-000023,Activity
Playdoh,O-005058,Active,SD-000023,Activity
Kinetic Sand,O-003983,Active,SD-000023,Activity
Drawing,O-002180,Active,SD-000023,Activity
Arts and Crafts,O-000794,Active,SD-000023,Activity
Ball play,O-000941,Active,SD-000023,Activity
Musical Instruments,O-004384,Active,SD-000023,Activity
Musical Toys,O-004387,Active,SD-000023,Activity
Water play,O-007155,Active,SD-000023,Activity
Doll/Teddy Play,O-002138,Active,SD-000023,Activity
