OID,Objective Name,SDID,Status,Program,SD Name
O-000444,Hungry Hippos,SD-000034,Active,Board games,Game
O-000445,Jenga,SD-000034,Active,Board games,Game
O-000446,Memory,SD-000034,Active,Board games,Game
O-000447,Snakes and Ladders,SD-000034,Active,Board games,Game
O-000448,Snap,SD-000034,Active,Board games,Game
O-000449,Trouble,SD-000034,Active,Board games,Game
O-000450,Twister,SD-000034,Active,Board games,Game
O-000451,Uno,SD-000034,Active,Board games,Game
O-000452,Zingo Letters,SD-000034,Active,Board games,Game
O-000453,Zingo Pictures,SD-000034,Active,Board games,Game
O-000454,Zingo Words,SD-000034,Active,Board games,Game
O-000455,Various,SD-000034,Active,Board games,Game
O-000456,Generalised,SD-000034,Active,Board games,Game
O-000457,Exposure,SD-000036,Active,Body Parts,Expressive
O-000458,Arm,SD-000036,Active,Body Parts,Expressive
O-000459,Bottom,SD-000036,Active,Body Parts,Expressive
O-000460,Chest,SD-000036,Active,Body Parts,Expressive
O-000461,Chin,SD-000036,Active,Body Parts,Expressive
O-000462,Ear,SD-000036,Active,Body Parts,Expressive
O-000463,Elbow,SD-000036,Active,Body Parts,Expressive
O-000464,Eyes,SD-000036,Active,Body Parts,Expressive
O-000465,Feet,SD-000036,Active,Body Parts,Expressive
O-000466,Fingers,SD-000036,Active,Body Parts,Expressive
O-000467,Hair,SD-000036,Active,Body Parts,Expressive
O-000468,Hand,SD-000036,Active,Body Parts,Expressive
O-000469,Head,SD-000036,Active,Body Parts,Expressive
O-000470,Legs,SD-000036,Active,Body Parts,Expressive
O-000471,Mouth,SD-000036,Active,Body Parts,Expressive
O-000472,Stomach,SD-000036,Active,Body Parts,Expressive
O-000473,Toes,SD-000036,Active,Body Parts,Expressive
O-000474,Tummy,SD-000036,Active,Body Parts,Expressive
O-000475,Various,SD-000036,Active,Body Parts,Expressive
O-000476,Generalised,SD-000036,Active,Body Parts,Expressive
O-000477,Directed,SD-000039,Active,Break,Break Card
O-000478,Self-directs,SD-000039,Active,Break,Break Card
O-000479,Shoes,SD-000042,Active,Bring Me,In Vivo
O-000480,Bag,SD-000042,Active,Bring Me,In Vivo
O-000481,Water Bottle,SD-000042,Active,Bring Me,In Vivo
O-000482,Hat,SD-000042,Active,Bring Me,In Vivo
O-000483,Cup,SD-000042,Active,Bring Me,In Vivo
O-000484,Bowl,SD-000042,Active,Bring Me,In Vivo
O-000485,Spoon,SD-000042,Active,Bring Me,In Vivo
O-000486,Various,SD-000042,Active,Bring Me,In Vivo
O-000487,Generalised,SD-000042,Active,Bring Me,In Vivo
O-000488,January,SD-000045,Active,Calendar,Expressive
O-000489,February,SD-000045,Active,Calendar,Expressive
O-000490,March,SD-000045,Active,Calendar,Expressive
O-000491,April,SD-000045,Active,Calendar,Expressive
O-000492,May,SD-000045,Active,Calendar,Expressive
O-000493,June,SD-000045,Active,Calendar,Expressive
O-000494,July,SD-000045,Active,Calendar,Expressive
O-000495,August,SD-000045,Active,Calendar,Expressive
O-000496,September,SD-000045,Active,Calendar,Expressive
O-000497,October,SD-000045,Active,Calendar,Expressive
O-000498,November,SD-000045,Active,Calendar,Expressive
O-000499,December,SD-000045,Active,Calendar,Expressive
O-000500,Before,SD-000045,Active,Calendar,Expressive
O-000501,After,SD-000045,Active,Calendar,Expressive
O-000502,Exposure,SD-000046,Active,Categories,Exposure
O-000503,Animal,SD-000052,Active,Categories,Brainstorming
O-000504,Body Parts,SD-000052,Active,Categories,Brainstorming
O-000505,Clothing,SD-000052,Active,Categories,Brainstorming
O-000506,Colours,SD-000052,Active,Categories,Brainstorming
O-000507,Drinks,SD-000052,Active,Categories,Brainstorming
O-000508,Food,SD-000052,Active,Categories,Brainstorming
O-000509,Musical Instrument,SD-000052,Active,Categories,Brainstorming
O-000510,Shapes,SD-000052,Active,Categories,Brainstorming
O-000511,Toy,SD-000052,Active,Categories,Brainstorming
O-000512,Transport,SD-000052,Active,Categories,Brainstorming
O-000513,Various,SD-000052,Active,Categories,Brainstorming
O-000514,Generalised,SD-000052,Active,Categories,Brainstorming
O-000515,Animal,SD-000050,Active,Categories,Expressive - What is
O-000516,Body Parts,SD-000050,Active,Categories,Expressive - What is
O-000517,Clothing,SD-000050,Active,Categories,Expressive - What is
O-000518,Colours,SD-000050,Active,Categories,Expressive - What is
O-000519,Drinks,SD-000050,Active,Categories,Expressive - What is
O-000520,Food,SD-000050,Active,Categories,Expressive - What is
O-000521,Musical Instrument,SD-000050,Active,Categories,Expressive - What is
O-000522,Shapes,SD-000050,Active,Categories,Expressive - What is
O-000523,Toy,SD-000050,Active,Categories,Expressive - What is
O-000524,Transport,SD-000050,Active,Categories,Expressive - What is
O-000525,Various,SD-000050,Active,Categories,Expressive - What is
O-000526,Generalised,SD-000050,Active,Categories,Expressive - What is
O-000527,Low vs High,SD-000053,Active,Choices,Expressive w/ objects
O-000528,Moderate vs High,SD-000053,Active,Choices,Expressive w/ objects
O-000529,High vs High,SD-000053,Active,Choices,Expressive w/ objects
O-000530,Generalised items,SD-000053,Active,Choices,Expressive w/ objects
O-000531,Low vs High,SD-000055,Active,Choices,Non visual
O-000532,Moderate vs High,SD-000055,Active,Choices,Non visual
O-000533,High vs High,SD-000055,Active,Choices,Non visual
O-000534,Generalised,SD-000055,Active,Choices,Non visual
O-000535,family live with,SD-000056,Active,Circle of friends,List
O-000536,family don't live with,SD-000056,Active,Circle of friends,List
O-000537,friends,SD-000056,Active,Circle of friends,List
O-000538,teachers,SD-000056,Active,Circle of friends,List
O-000539,helpers,SD-000056,Active,Circle of friends,List
O-000540,strangers,SD-000056,Active,Circle of friends,List
O-000541,family live with,SD-000057,Active,Circle of friends,Q/A
O-000542,family don't live with,SD-000057,Active,Circle of friends,Q/A
O-000543,friends,SD-000057,Active,Circle of friends,Q/A
O-000544,teachers,SD-000057,Active,Circle of friends,Q/A
O-000545,helpers,SD-000057,Active,Circle of friends,Q/A
O-000546,strangers,SD-000057,Active,Circle of friends,Q/A
O-000547,Various,SD-000057,Active,Circle of friends,Q/A
O-000548,Generalised,SD-000057,Active,Circle of friends,Q/A
O-000549,Various,SD-000058,Active,Circle of friends,Q/A w clause
O-000550,Red circle,SD-000059,Active,Colour/Shape,Matching
O-000551,Blue circle,SD-000059,Active,Colour/Shape,Matching
O-000552,Green circle,SD-000059,Active,Colour/Shape,Matching
O-000553,Yellow circle,SD-000059,Active,Colour/Shape,Matching
O-000554,Pink circle,SD-000059,Active,Colour/Shape,Matching
O-000555,Orange circle,SD-000059,Active,Colour/Shape,Matching
O-000556,Red square,SD-000059,Active,Colour/Shape,Matching
O-000557,Blue square,SD-000059,Active,Colour/Shape,Matching
O-000558,Green square,SD-000059,Active,Colour/Shape,Matching
O-000559,Yellow square,SD-000059,Active,Colour/Shape,Matching
O-000560,Pink square,SD-000059,Active,Colour/Shape,Matching
O-000561,Orange square,SD-000059,Active,Colour/Shape,Matching
O-000562,Blue star,SD-000059,Active,Colour/Shape,Matching
O-000563,Red star,SD-000059,Active,Colour/Shape,Matching
O-000564,Green star,SD-000059,Active,Colour/Shape,Matching
O-000565,Yellow star,SD-000059,Active,Colour/Shape,Matching
O-000566,Pink star,SD-000059,Active,Colour/Shape,Matching
O-000567,Orange star,SD-000059,Active,Colour/Shape,Matching
O-000568,Red heart,SD-000059,Active,Colour/Shape,Matching
O-000569,Green heart,SD-000059,Active,Colour/Shape,Matching
O-000570,Yellow heart,SD-000059,Active,Colour/Shape,Matching
O-000571,Orange heart,SD-000059,Active,Colour/Shape,Matching
O-000572,Blue heart,SD-000059,Active,Colour/Shape,Matching
O-000573,Blue moon,SD-000059,Active,Colour/Shape,Matching
O-000574,Red moon,SD-000059,Active,Colour/Shape,Matching
O-000575,Green moon,SD-000059,Active,Colour/Shape,Matching
O-000576,Yellow moon,SD-000059,Active,Colour/Shape,Matching
O-000577,Orange moon,SD-000059,Active,Colour/Shape,Matching
O-000578,Pink moon,SD-000059,Active,Colour/Shape,Matching
O-000579,Red circle,SD-000061,Active,Colour/Shape,Expressive
O-000580,Blue circle,SD-000061,Active,Colour/Shape,Expressive
O-000581,Green circle,SD-000061,Active,Colour/Shape,Expressive
O-000582,Yellow circle,SD-000061,Active,Colour/Shape,Expressive
O-000583,Pink circle,SD-000061,Active,Colour/Shape,Expressive
O-000584,Orange circle,SD-000061,Active,Colour/Shape,Expressive
O-000585,Red square,SD-000061,Active,Colour/Shape,Expressive
O-000586,Blue square,SD-000061,Active,Colour/Shape,Expressive
O-000587,Green square,SD-000061,Active,Colour/Shape,Expressive
O-000588,Yellow square,SD-000061,Active,Colour/Shape,Expressive
O-000589,Pink square,SD-000061,Active,Colour/Shape,Expressive
O-000590,Orange square,SD-000061,Active,Colour/Shape,Expressive
O-000591,Blue star,SD-000061,Active,Colour/Shape,Expressive
O-000592,Red star,SD-000061,Active,Colour/Shape,Expressive
O-000593,Green star,SD-000061,Active,Colour/Shape,Expressive
O-000594,Yellow star,SD-000061,Active,Colour/Shape,Expressive
O-000595,Pink star,SD-000061,Active,Colour/Shape,Expressive
O-000596,Orange star,SD-000061,Active,Colour/Shape,Expressive
O-000597,Red heart,SD-000061,Active,Colour/Shape,Expressive
O-000598,Green heart,SD-000061,Active,Colour/Shape,Expressive
O-000599,Yellow heart,SD-000061,Active,Colour/Shape,Expressive
O-000600,Orange heart,SD-000061,Active,Colour/Shape,Expressive
O-000601,Blue heart,SD-000061,Active,Colour/Shape,Expressive
O-000602,Blue moon,SD-000061,Active,Colour/Shape,Expressive
O-000603,Red moon,SD-000061,Active,Colour/Shape,Expressive
O-000604,Green moon,SD-000061,Active,Colour/Shape,Expressive
O-000605,Yellow moon,SD-000061,Active,Colour/Shape,Expressive
O-000606,Orange moon,SD-000061,Active,Colour/Shape,Expressive
O-000607,Pink moon,SD-000061,Active,Colour/Shape,Expressive
O-000608,Exposure,SD-000062,Active,Colouring,Exposure
O-000609,1 shape,SD-000063,Active,Colouring,Imitation
O-000610,2 shapes,SD-000063,Active,Colouring,Imitation
O-000611,3 shapes,SD-000063,Active,Colouring,Imitation
O-000612,Changing colours,SD-000063,Active,Colouring,Imitation
O-000613,Various,SD-000063,Active,Colouring,Imitation
O-000614,Generalised,SD-000063,Active,Colouring,Imitation
O-000615,Worksheet,SD-000063,Active,Colouring,Imitation
O-000616,1 shape,SD-000064,Active,Colouring,Receptive
O-000617,2 shapes,SD-000064,Active,Colouring,Receptive
O-000618,3 shapes,SD-000064,Active,Colouring,Receptive
O-000619,Changing colours,SD-000064,Active,Colouring,Receptive
O-000620,Various,SD-000064,Active,Colouring,Receptive
O-000621,Generalised,SD-000064,Active,Colouring,Receptive
O-000622,Worksheet,SD-000064,Active,Colouring,Receptive
O-000623,Black,SD-000065,Active,Colours,Matching
O-000624,Blue,SD-000065,Active,Colours,Matching
O-000625,Green,SD-000065,Active,Colours,Matching
O-000626,Grey,SD-000065,Active,Colours,Matching
O-000627,Orange,SD-000065,Active,Colours,Matching
O-000628,Pink,SD-000065,Active,Colours,Matching
O-000629,Purple,SD-000065,Active,Colours,Matching
O-000630,Red,SD-000065,Active,Colours,Matching
O-000631,White,SD-000065,Active,Colours,Matching
O-000632,Yellow,SD-000065,Active,Colours,Matching
O-000633,Generalised,SD-000065,Active,Colours,Matching
O-000634,Various,SD-000065,Active,Colours,Matching
O-000635,Exposure,SD-000066,Active,Colours,Receptive
O-000636,Black,SD-000066,Active,Colours,Receptive
O-000637,Blue,SD-000066,Active,Colours,Receptive
O-000638,Green,SD-000066,Active,Colours,Receptive
O-000639,Grey,SD-000066,Active,Colours,Receptive
O-000640,Orange,SD-000066,Active,Colours,Receptive
O-000641,Pink,SD-000066,Active,Colours,Receptive
O-000642,Purple,SD-000066,Active,Colours,Receptive
O-000643,Red,SD-000066,Active,Colours,Receptive
O-000644,White,SD-000066,Active,Colours,Receptive
O-000645,Yellow,SD-000066,Active,Colours,Receptive
O-000646,Generalised,SD-000066,Active,Colours,Receptive
O-000647,Various,SD-000066,Active,Colours,Receptive
O-000648,1m,SD-000068,Active,Come Here,Between 2 people
O-000649,2m,SD-000068,Active,Come Here,Between 2 people
O-000650,3m,SD-000068,Active,Come Here,Between 2 people
O-000651,5m,SD-000068,Active,Come Here,Between 2 people
O-000652,across room,SD-000068,Active,Come Here,Between 2 people
O-000653,Various,SD-000068,Active,Come Here,Between 2 people
O-000654,Next to chair,SD-000070,Active,Come sit,Instruction
O-000655,In front of chair,SD-000070,Active,Come sit,Instruction
O-000656,1m away,SD-000070,Active,Come sit,Instruction
O-000657,2m away,SD-000070,Active,Come sit,Instruction
O-000658,3m away,SD-000070,Active,Come sit,Instruction
O-000659,5m away,SD-000070,Active,Come sit,Instruction
O-000660,Across room,SD-000070,Active,Come sit,Instruction
O-000661,From play,SD-000070,Active,Come sit,Instruction
O-000662,Generalised,SD-000070,Active,Come sit,Instruction
O-000663,Various,SD-000070,Active,Come sit,Instruction
O-000664,(item) please,SD-000071,Active,Communication Temptation,Communication opportunity
O-000665,(activity) please,SD-000071,Active,Communication Temptation,Communication opportunity
O-000666,(Person) can I have (item),SD-000071,Active,Communication Temptation,Communication opportunity
O-000667,(Person) can I have (activity),SD-000071,Active,Communication Temptation,Communication opportunity
O-000668,(Person) can I have (item) please,SD-000071,Active,Communication Temptation,Communication opportunity
O-000669,(Person) can I have(activity) please,SD-000071,Active,Communication Temptation,Communication opportunity
O-000670,(Person) come,SD-000071,Active,Communication Temptation,Communication opportunity
O-000671,(Person) I want (item),SD-000071,Active,Communication Temptation,Communication opportunity
O-000672,(Person) I want (activity),SD-000071,Active,Communication Temptation,Communication opportunity
O-000673,(Person) I want (item) please,SD-000071,Active,Communication Temptation,Communication opportunity
O-000674,(Person) I want (activity) please,SD-000071,Active,Communication Temptation,Communication opportunity
O-000675,"1,2,3",SD-000071,Active,Communication Temptation,Communication opportunity
O-000676,2 word,SD-000071,Active,Communication Temptation,Communication opportunity
O-000677,3 words,SD-000071,Active,Communication Temptation,Communication opportunity
O-000678,4 words,SD-000071,Active,Communication Temptation,Communication opportunity
O-000679,5 words,SD-000071,Active,Communication Temptation,Communication opportunity
O-000680,Can I have (item),SD-000071,Active,Communication Temptation,Communication opportunity
O-000681,Close,SD-000071,Active,Communication Temptation,Communication opportunity
O-000682,Come,SD-000071,Active,Communication Temptation,Communication opportunity
O-000683,Come play,SD-000071,Active,Communication Temptation,Communication opportunity
O-000684,Down,SD-000071,Active,Communication Temptation,Communication opportunity
O-000685,Excuse me,SD-000071,Active,Communication Temptation,Communication opportunity
O-000686,Excuse me (name),SD-000071,Active,Communication Temptation,Communication opportunity
O-000687,Help,SD-000071,Active,Communication Temptation,Communication opportunity
O-000688,Here you go,SD-000071,Active,Communication Temptation,Communication opportunity
O-000689,I want (item),SD-000071,Active,Communication Temptation,Communication opportunity
O-000690,I want (activity),SD-000071,Active,Communication Temptation,Communication opportunity
O-000691,I want (item) (person),SD-000071,Active,Communication Temptation,Communication opportunity
O-000692,I want (activity) (person),SD-000071,Active,Communication Temptation,Communication opportunity
O-000693,KWS Help,SD-000071,Active,Communication Temptation,Communication opportunity
O-000694,KWS More,SD-000071,Active,Communication Temptation,Communication opportunity
O-000695,KWS Open,SD-000071,Active,Communication Temptation,Communication opportunity
O-000696,KWS Toilet,SD-000071,Active,Communication Temptation,Communication opportunity
O-000697,KWS Eat,SD-000071,Active,Communication Temptation,Communication opportunity
O-000698,KWS Drink,SD-000071,Active,Communication Temptation,Communication opportunity
O-000699,Lets go and play (activity/toy),SD-000071,Active,Communication Temptation,Communication opportunity
O-000700,Let's play (activity),SD-000071,Active,Communication Temptation,Communication opportunity
O-000701,More,SD-000071,Active,Communication Temptation,Communication opportunity
O-000702,Open,SD-000071,Active,Communication Temptation,Communication opportunity
O-000703,Play with me,SD-000071,Active,Communication Temptation,Communication opportunity
O-000704,Point,SD-000071,Active,Communication Temptation,Communication opportunity
O-000705,Ready set go,SD-000071,Active,Communication Temptation,Communication opportunity
O-000706,Single Word Requests,SD-000071,Active,Communication Temptation,Communication opportunity
O-000707,Up,SD-000071,Active,Communication Temptation,Communication opportunity
O-000708,Various,SD-000071,Active,Communication Temptation,Communication opportunity
O-000709,Various Requests,SD-000071,Active,Communication Temptation,Communication opportunity
O-000710,Vocalisation,SD-000071,Active,Communication Temptation,Communication opportunity
O-000711,Wait,SD-000071,Active,Communication Temptation,Communication opportunity
O-000712,Wait a minute,SD-000071,Active,Communication Temptation,Communication opportunity
O-000713,Want (item),SD-000071,Active,Communication Temptation,Communication opportunity
O-000714,Want (activity),SD-000071,Active,Communication Temptation,Communication opportunity
O-000715,Generalised,SD-000071,Active,Communication Temptation,Communication opportunity
O-000716,Farm animals,SD-000074,Active,Complex Categories,Brainstorming
O-000717,Pets,SD-000074,Active,Complex Categories,Brainstorming
O-000718,Jungle animals,SD-000074,Active,Complex Categories,Brainstorming
O-000719,Water animals,SD-000074,Active,Complex Categories,Brainstorming
O-000720,Sky animals,SD-000074,Active,Complex Categories,Brainstorming
O-000721,Insects,SD-000074,Active,Complex Categories,Brainstorming
O-000722,Birds,SD-000074,Active,Complex Categories,Brainstorming
O-000723,Hot foods,SD-000074,Active,Complex Categories,Brainstorming
O-000724,Cold foods,SD-000074,Active,Complex Categories,Brainstorming
O-000725,Fruits,SD-000074,Active,Complex Categories,Brainstorming
